dtc_code,description,subsystem,category,severity,severity_score,safe_to_drive,immediate_repair,explanation,driver_action
B1302,Accessory Delay Relay Coil Circuit Failure,Electrical,Electrical,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (Accessory Delay Relay Coil Circuit Failure). This typically points to a damaged connector, wire, or component within the Electrical subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Electrical).
B1303,Accessory Delay Relay Coil Circuit Open,Electrical,Electrical,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (Accessory Delay Relay Coil Circuit Open). This typically points to a damaged connector, wire, or component within the Electrical subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Electrical).
B1304,Accessory Delay Relay Coil Circuit Short To Battery,Electrical,Electrical,Medium,3,Yes,No,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Inspect the battery and charging system. Carry jump-start equipment until the issue is resolved.
B1305,Accessory Delay Relay Coil Circuit Short To Ground,Electrical,Electrical,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (Accessory Delay Relay Coil Circuit Short To Ground). This typically points to a damaged connector, wire, or component within the Electrical subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Electrical).
B1306,Oil Level Switch Circuit Open,Lubrication,Engine,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (Oil Level Switch Circuit Open). This typically points to a damaged connector, wire, or component within the Lubrication subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Lubrication).
B1307,Oil Level Switch Circuit Short To Battery,Lubrication,Engine,Medium,3,Yes,No,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Inspect the battery and charging system. Carry jump-start equipment until the issue is resolved.
B1308,Oil Level Switch Circuit Short To Ground,Lubrication,Engine,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (Oil Level Switch Circuit Short To Ground). This typically points to a damaged connector, wire, or component within the Lubrication subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Lubrication).
B1309,Power Door Lock Circuit Short To Ground,Body,Body,Low,2,Yes,No,A fault has been detected in a body/comfort control circuit (Power Door Lock Circuit Short To Ground). This typically affects convenience features rather than drivability.,No immediate safety action is required. Schedule a convenience-feature inspection at your convenience.
B1310,Power Door Unlock Circuit Failure,Body,Body,Low,2,Yes,No,A fault has been detected in a body/comfort control circuit (Power Door Unlock Circuit Failure). This typically affects convenience features rather than drivability.,No immediate safety action is required. Schedule a convenience-feature inspection at your convenience.
B1311,Power Door Unlock Circuit Open,Body,Body,Low,2,Yes,No,A fault has been detected in a body/comfort control circuit (Power Door Unlock Circuit Open). This typically affects convenience features rather than drivability.,No immediate safety action is required. Schedule a convenience-feature inspection at your convenience.
B1312,Lamp Headlamp Input Circuit Short To Battery,Electrical,Electrical,Medium,3,Yes,No,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Inspect the battery and charging system. Carry jump-start equipment until the issue is resolved.
B1313,Battery Saver Relay Coil Circuit Failure,Electrical,Electrical,Medium,3,Yes,No,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Inspect the battery and charging system. Carry jump-start equipment until the issue is resolved.
B1314,Battery Saver Relay Coil Circuit Open,Electrical,Electrical,Medium,3,Yes,No,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Inspect the battery and charging system. Carry jump-start equipment until the issue is resolved.
B1315,Battery Saver Relay Coil Circuit Short To Battery,Electrical,Electrical,Medium,3,Yes,No,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Inspect the battery and charging system. Carry jump-start equipment until the issue is resolved.
B1316,Battery Saver Relay Coil Circuit Short To Ground,Electrical,Electrical,Medium,3,Yes,No,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Inspect the battery and charging system. Carry jump-start equipment until the issue is resolved.
B1317,Battery Voltage High,Electrical,Electrical,Medium,3,Yes,No,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Inspect the battery and charging system. Carry jump-start equipment until the issue is resolved.
B1318,Battery Voltage Low,Electrical,Electrical,Medium,3,Yes,No,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Inspect the battery and charging system. Carry jump-start equipment until the issue is resolved.
B1319,Driver Door Ajar Circuit Failure,Body,Body,Low,2,Yes,No,A fault has been detected in a body/comfort control circuit (Driver Door Ajar Circuit Failure). This typically affects convenience features rather than drivability.,No immediate safety action is required. Schedule a convenience-feature inspection at your convenience.
B1320,Driver Door Ajar Circuit Open,Body,Body,Low,2,Yes,No,A fault has been detected in a body/comfort control circuit (Driver Door Ajar Circuit Open). This typically affects convenience features rather than drivability.,No immediate safety action is required. Schedule a convenience-feature inspection at your convenience.
B1321,Driver Door Ajar Circuit Short To Battery,Electrical,Electrical,Medium,3,Yes,No,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Inspect the battery and charging system. Carry jump-start equipment until the issue is resolved.
B1322,Driver Door Ajar Circuit Short To Ground,Body,Body,Low,2,Yes,No,A fault has been detected in a body/comfort control circuit (Driver Door Ajar Circuit Short To Ground). This typically affects convenience features rather than drivability.,No immediate safety action is required. Schedule a convenience-feature inspection at your convenience.
B1323,Door Ajar Lamp Circuit Failure,Lighting,Body,Low,2,Yes,No,"A fault has been detected in the vehicle lighting circuit, which can reduce visibility or signaling to other drivers.",Check and replace the affected bulb or fuse. Avoid night driving until lighting is restored.
B1324,Door Ajar Lamp Circuit Open,Lighting,Body,Low,2,Yes,No,"A fault has been detected in the vehicle lighting circuit, which can reduce visibility or signaling to other drivers.",Check and replace the affected bulb or fuse. Avoid night driving until lighting is restored.
B1325,Door Ajar Lamp Circuit Short To Battery,Electrical,Electrical,Medium,3,Yes,No,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Inspect the battery and charging system. Carry jump-start equipment until the issue is resolved.
B1326,Door Ajar Lamp Circuit Short To Ground,Lighting,Body,Low,2,Yes,No,"A fault has been detected in the vehicle lighting circuit, which can reduce visibility or signaling to other drivers.",Check and replace the affected bulb or fuse. Avoid night driving until lighting is restored.
B1327,Passenger Door Ajar Circuit Failure,Body,Body,Low,2,Yes,No,A fault has been detected in a body/comfort control circuit (Passenger Door Ajar Circuit Failure). This typically affects convenience features rather than drivability.,No immediate safety action is required. Schedule a convenience-feature inspection at your convenience.
